order_item_id,order_id,product_id,purchase_type,quantity,unit_price,line_total
133,45,9,6_pack,1,4.0,4.0
134,46,3,6_pack,1,4.0,4.0
135,46,8,6_pack,1,4.0,4.0
136,46,8,6_pack,1,4.0,4.0
137,46,3,6_pack,1,4.0,4.0
138,46,8,6_pack,1,4.0,4.0
139,46,2,6_pack,1,4.0,4.0
140,47,11,3_pack,1,4.33,4.33
141,47,5,3_pack,1,4.33,4.33
142,47,11,3_pack,1,4.33,4.33
143,48,8,6_pack,1,4.0,4.0
144,48,7,6_pack,1,4.0,4.0
145,48,1,6_pack,1,4.0,4.0
146,48,3,6_pack,1,4.0,4.0
147,48,7,6_pack,1,4.0,4.0
148,48,5,6_pack,1,4.0,4.0
149,49,8,individual,1,5.0,5.0
150,50,8,individual,1,5.0,5.0
151,51,2,3_pack,1,4.33,4.33
152,51,1,3_pack,1,4.33,4.33
153,51,2,3_pack,1,4.33,4.33
154,52,8,6_pack,1,4.0,4.0
155,52,3,6_pack,1,4.0,4.0
156,52,7,6_pack,1,4.0,4.0
157,52,8,6_pack,1,4.0,4.0
158,52,3,6_pack,1,4.0,4.0
159,52,4,6_pack,1,4.0,4.0
160,53,6,individual,1,5.0,5.0
161,54,8,3_pack,1,4.33,4.33
162,54,1,3_pack,1,4.33,4.33
163,54,4,3_pack,1,4.33,4.33
164,55,11,individual,1,5.0,5.0
165,56,3,3_pack,1,4.33,4.33
166,56,9,3_pack,1,4.33,4.33
167,56,8,3_pack,1,4.33,4.33
168,57,3,3_pack,1,4.33,4.33
169,57,6,3_pack,1,4.33,4.33
170,57,3,3_pack,1,4.33,4.33
171,58,12,3_pack,1,4.33,4.33
172,58,2,3_pack,1,4.33,4.33
173,58,3,3_pack,1,4.33,4.33
174,59,12,individual,1,5.0,5.0
175,60,8,individual,1,5.0,5.0
176,61,5,individual,1,5.0,5.0
177,62,8,3_pack,1,4.33,4.33
178,62,8,3_pack,1,4.33,4.33
179,62,8,3_pack,1,4.33,4.33
180,63,4,6_pack,1,4.0,4.0
181,63,3,6_pack,1,4.0,4.0
182,63,11,6_pack,1,4.0,4.0
183,63,7,6_pack,1,4.0,4.0
184,63,8,6_pack,1,4.0,4.0
185,63,7,6_pack,1,4.0,4.0
186,64,12,individual,1,5.0,5.0
187,65,2,individual,1,5.0,5.0
188,66,5,individual,1,5.0,5.0
189,67,2,3_pack,1,4.33,4.33
190,67,1,3_pack,1,4.33,4.33
191,67,11,3_pack,1,4.33,4.33
192,68,6,3_pack,1,4.33,4.33
193,68,12,3_pack,1,4.33,4.33
194,68,4,3_pack,1,4.33,4.33
195,69,6,individual,1,5.0,5.0
196,70,11,3_pack,1,4.33,4.33
197,70,3,3_pack,1,4.33,4.33
198,70,4,3_pack,1,4.33,4.33
199,71,3,3_pack,1,4.33,4.33
200,71,4,3_pack,1,4.33,4.33
201,71,12,3_pack,1,4.33,4.33
202,72,7,individual,1,5.0,5.0
203,73,3,individual,1,5.0,5.0
204,74,9,individual,1,5.0,5.0
205,75,1,3_pack,1,4.33,4.33
206,75,8,3_pack,1,4.33,4.33
207,75,8,3_pack,1,4.33,4.33
208,76,6,3_pack,1,4.33,4.33
209,76,4,3_pack,1,4.33,4.33
210,76,7,3_pack,1,4.33,4.33
211,77,2,3_pack,1,4.33,4.33
212,77,11,3_pack,1,4.33,4.33
213,77,5,3_pack,1,4.33,4.33
214,78,9,individual,1,5.0,5.0
215,79,1,3_pack,1,4.33,4.33
216,79,4,3_pack,1,4.33,4.33
217,79,3,3_pack,1,4.33,4.33
218,80,3,3_pack,1,4.33,4.33
219,80,7,3_pack,1,4.33,4.33
220,80,2,3_pack,1,4.33,4.33
221,81,2,individual,1,5.0,5.0
222,82,4,3_pack,1,4.33,4.33
223,82,11,3_pack,1,4.33,4.33
224,82,3,3_pack,1,4.33,4.33
225,83,8,3_pack,1,4.33,4.33
226,83,8,3_pack,1,4.33,4.33
227,83,3,3_pack,1,4.33,4.33
228,84,11,6_pack,1,4.0,4.0
229,84,1,6_pack,1,4.0,4.0
230,84,6,6_pack,1,4.0,4.0
231,84,5,6_pack,1,4.0,4.0
232,84,7,6_pack,1,4.0,4.0
233,84,4,6_pack,1,4.0,4.0
234,85,4,6_pack,1,4.0,4.0
235,85,6,6_pack,1,4.0,4.0
236,85,8,6_pack,1,4.0,4.0
237,85,7,6_pack,1,4.0,4.0
238,85,2,6_pack,1,4.0,4.0
239,85,7,6_pack,1,4.0,4.0
240,86,8,individual,1,5.0,5.0
241,87,3,individual,1,5.0,5.0
242,88,1,3_pack,1,4.33,4.33
243,88,2,3_pack,1,4.33,4.33
244,88,8,3_pack,1,4.33,4.33
245,89,1,6_pack,1,4.0,4.0
246,89,11,6_pack,1,4.0,4.0
247,89,9,6_pack,1,4.0,4.0
248,89,11,6_pack,1,4.0,4.0
249,89,7,6_pack,1,4.0,4.0
250,89,11,6_pack,1,4.0,4.0
251,90,2,3_pack,1,4.33,4.33
252,90,7,3_pack,1,4.33,4.33
253,90,5,3_pack,1,4.33,4.33
254,91,8,6_pack,1,4.0,4.0
255,91,3,6_pack,1,4.0,4.0
256,91,8,6_pack,1,4.0,4.0
257,91,2,6_pack,1,4.0,4.0
258,91,11,6_pack,1,4.0,4.0
259,91,9,6_pack,1,4.0,4.0
260,92,8,individual,1,5.0,5.0
261,93,11,individual,1,5.0,5.0
262,94,8,individual,1,5.0,5.0
263,95,8,3_pack,1,4.33,4.33
264,95,9,3_pack,1,4.33,4.33
265,95,12,3_pack,1,4.33,4.33
266,96,11,6_pack,1,4.0,4.0
267,96,2,6_pack,1,4.0,4.0
268,96,12,6_pack,1,4.0,4.0
269,96,4,6_pack,1,4.0,4.0
270,96,8,6_pack,1,4.0,4.0
271,96,7,6_pack,1,4.0,4.0
272,97,1,3_pack,1,4.33,4.33
273,97,8,3_pack,1,4.33,4.33
274,97,3,3_pack,1,4.33,4.33
275,98,11,individual,1,5.0,5.0
276,99,3,individual,1,5.0,5.0
277,100,7,individual,1,5.0,5.0
278,101,8,3_pack,1,4.33,4.33
279,101,3,3_pack,1,4.33,4.33
280,101,12,3_pack,1,4.33,4.33
281,102,6,individual,1,5.0,5.0
282,103,5,individual,1,5.0,5.0
283,104,3,individual,1,5.0,5.0
284,105,7,individual,1,5.0,5.0
285,106,11,individual,1,5.0,5.0
286,107,8,individual,1,5.0,5.0
287,108,9,6_pack,1,4.0,4.0
288,108,7,6_pack,1,4.0,4.0
289,108,3,6_pack,1,4.0,4.0
290,108,11,6_pack,1,4.0,4.0
291,108,6,6_pack,1,4.0,4.0
292,108,8,6_pack,1,4.0,4.0
293,109,9,3_pack,1,4.33,4.33
294,109,6,3_pack,1,4.33,4.33
295,109,6,3_pack,1,4.33,4.33
296,110,7,individual,1,5.0,5.0
297,111,7,individual,1,5.0,5.0
298,112,3,3_pack,1,4.33,4.33
299,112,7,3_pack,1,4.33,4.33
300,112,5,3_pack,1,4.33,4.33
301,113,11,3_pack,1,4.33,4.33
302,113,1,3_pack,1,4.33,4.33
303,113,6,3_pack,1,4.33,4.33
304,114,8,individual,1,5.0,5.0
305,115,4,individual,1,5.0,5.0
306,116,8,individual,1,5.0,5.0
307,117,5,individual,1,5.0,5.0
308,118,3,3_pack,1,4.33,4.33
309,118,5,3_pack,1,4.33,4.33
310,118,3,3_pack,1,4.33,4.33
311,119,3,3_pack,1,4.33,4.33
312,119,3,3_pack,1,4.33,4.33
313,119,12,3_pack,1,4.33,4.33
314,120,1,individual,1,5.0,5.0
315,121,12,3_pack,1,4.33,4.33
316,121,6,3_pack,1,4.33,4.33
317,121,6,3_pack,1,4.33,4.33
318,122,1,individual,1,5.0,5.0
319,123,1,3_pack,1,4.33,4.33
320,123,11,3_pack,1,4.33,4.33
321,123,4,3_pack,1,4.33,4.33
322,124,12,6_pack,1,4.0,4.0
323,124,3,6_pack,1,4.0,4.0
324,124,3,6_pack,1,4.0,4.0
325,124,3,6_pack,1,4.0,4.0
326,124,8,6_pack,1,4.0,4.0
327,124,4,6_pack,1,4.0,4.0
328,125,8,individual,1,5.0,5.0
329,126,5,individual,1,5.0,5.0
330,127,7,3_pack,1,4.33,4.33
331,127,3,3_pack,1,4.33,4.33
332,127,5,3_pack,1,4.33,4.33
333,128,3,individual,1,5.0,5.0
334,129,3,individual,1,5.0,5.0
335,130,3,6_pack,1,4.0,4.0
336,130,7,6_pack,1,4.0,4.0
337,130,8,6_pack,1,4.0,4.0
338,130,9,6_pack,1,4.0,4.0
339,130,6,6_pack,1,4.0,4.0
340,130,8,6_pack,1,4.0,4.0
341,131,1,individual,1,5.0,5.0
342,132,2,6_pack,1,4.0,4.0
343,132,7,6_pack,1,4.0,4.0
344,132,7,6_pack,1,4.0,4.0
345,132,6,6_pack,1,4.0,4.0
346,132,7,6_pack,1,4.0,4.0
347,132,8,6_pack,1,4.0,4.0
348,133,4,3_pack,1,4.33,4.33
349,133,6,3_pack,1,4.33,4.33
350,133,8,3_pack,1,4.33,4.33
351,134,2,3_pack,1,4.33,4.33
352,134,7,3_pack,1,4.33,4.33
353,134,4,3_pack,1,4.33,4.33
354,135,9,individual,1,5.0,5.0
355,136,2,3_pack,1,4.33,4.33
356,136,7,3_pack,1,4.33,4.33
357,136,7,3_pack,1,4.33,4.33
358,137,8,individual,1,5.0,5.0
359,138,7,individual,1,5.0,5.0
360,139,11,3_pack,1,4.33,4.33
361,139,3,3_pack,1,4.33,4.33
362,139,3,3_pack,1,4.33,4.33
363,140,2,individual,1,5.0,5.0
364,141,3,individual,1,5.0,5.0
365,142,1,6_pack,1,4.0,4.0
366,142,2,6_pack,1,4.0,4.0
367,142,8,6_pack,1,4.0,4.0
368,142,8,6_pack,1,4.0,4.0
369,142,11,6_pack,1,4.0,4.0
370,142,3,6_pack,1,4.0,4.0
371,143,4,individual,1,5.0,5.0
372,144,8,6_pack,1,4.0,4.0
373,144,7,6_pack,1,4.0,4.0
374,144,12,6_pack,1,4.0,4.0
375,144,6,6_pack,1,4.0,4.0
376,144,4,6_pack,1,4.0,4.0
377,144,4,6_pack,1,4.0,4.0
378,145,11,3_pack,1,4.33,4.33
379,145,6,3_pack,1,4.33,4.33
380,145,12,3_pack,1,4.33,4.33
381,146,7,individual,1,5.0,5.0
382,147,3,individual,1,5.0,5.0
383,148,4,3_pack,1,4.33,4.33
384,148,7,3_pack,1,4.33,4.33
385,148,12,3_pack,1,4.33,4.33
386,149,7,3_pack,1,4.33,4.33
387,149,5,3_pack,1,4.33,4.33
388,149,9,3_pack,1,4.33,4.33
389,150,11,individual,1,5.0,5.0
390,151,10,3_pack,1,4.33,4.33
391,151,3,3_pack,1,4.33,4.33
392,151,3,3_pack,1,4.33,4.33
393,152,6,3_pack,1,4.33,4.33
394,152,8,3_pack,1,4.33,4.33
395,152,6,3_pack,1,4.33,4.33
396,153,3,individual,1,5.0,5.0
397,154,12,individual,1,5.0,5.0
398,155,9,3_pack,1,4.33,4.33
399,155,3,3_pack,1,4.33,4.33
400,155,1,3_pack,1,4.33,4.33
401,156,3,6_pack,1,4.0,4.0
402,156,1,6_pack,1,4.0,4.0
403,156,3,6_pack,1,4.0,4.0
404,156,3,6_pack,1,4.0,4.0
405,156,7,6_pack,1,4.0,4.0
406,156,12,6_pack,1,4.0,4.0
407,157,9,3_pack,1,4.33,4.33
408,157,3,3_pack,1,4.33,4.33
409,157,7,3_pack,1,4.33,4.33
410,158,7,3_pack,1,4.33,4.33
411,158,1,3_pack,1,4.33,4.33
412,158,8,3_pack,1,4.33,4.33
413,159,5,individual,1,5.0,5.0
414,160,8,6_pack,1,4.0,4.0
415,160,5,6_pack,1,4.0,4.0
416,160,6,6_pack,1,4.0,4.0
417,160,4,6_pack,1,4.0,4.0
418,160,1,6_pack,1,4.0,4.0
419,160,2,6_pack,1,4.0,4.0
420,161,7,3_pack,1,4.33,4.33
421,161,5,3_pack,1,4.33,4.33
422,161,5,3_pack,1,4.33,4.33
423,162,7,individual,1,5.0,5.0
424,163,1,individual,1,5.0,5.0
425,164,12,individual,1,5.0,5.0
426,165,3,3_pack,1,4.33,4.33
427,165,7,3_pack,1,4.33,4.33
428,165,8,3_pack,1,4.33,4.33
429,166,1,6_pack,1,4.0,4.0
430,166,8,6_pack,1,4.0,4.0
431,166,8,6_pack,1,4.0,4.0
432,166,4,6_pack,1,4.0,4.0
433,166,9,6_pack,1,4.0,4.0
434,166,9,6_pack,1,4.0,4.0
435,167,1,6_pack,1,4.0,4.0
436,167,9,6_pack,1,4.0,4.0
437,167,6,6_pack,1,4.0,4.0
438,167,12,6_pack,1,4.0,4.0
439,167,6,6_pack,1,4.0,4.0
440,167,12,6_pack,1,4.0,4.0
441,168,9,3_pack,1,4.33,4.33
442,168,6,3_pack,1,4.33,4.33
443,168,4,3_pack,1,4.33,4.33
444,169,7,3_pack,1,4.33,4.33
445,169,12,3_pack,1,4.33,4.33
446,169,8,3_pack,1,4.33,4.33
447,170,3,individual,1,5.0,5.0
448,171,5,6_pack,1,4.0,4.0
449,171,3,6_pack,1,4.0,4.0
450,171,10,6_pack,1,4.0,4.0
451,171,8,6_pack,1,4.0,4.0
452,171,4,6_pack,1,4.0,4.0
453,171,9,6_pack,1,4.0,4.0
454,172,8,3_pack,1,4.33,4.33
455,172,1,3_pack,1,4.33,4.33
456,172,4,3_pack,1,4.33,4.33
457,173,7,6_pack,1,4.0,4.0
458,173,3,6_pack,1,4.0,4.0
459,173,10,6_pack,1,4.0,4.0
460,173,6,6_pack,1,4.0,4.0
461,173,3,6_pack,1,4.0,4.0
462,173,2,6_pack,1,4.0,4.0
463,174,7,6_pack,1,4.0,4.0
464,174,2,6_pack,1,4.0,4.0
465,174,1,6_pack,1,4.0,4.0
466,174,8,6_pack,1,4.0,4.0
467,174,10,6_pack,1,4.0,4.0
468,174,1,6_pack,1,4.0,4.0
469,175,2,3_pack,1,4.33,4.33
470,175,2,3_pack,1,4.33,4.33
471,175,2,3_pack,1,4.33,4.33
472,176,5,3_pack,1,4.33,4.33
473,176,8,3_pack,1,4.33,4.33
474,176,8,3_pack,1,4.33,4.33
475,177,10,individual,1,5.0,5.0
476,178,9,individual,1,5.0,5.0
477,179,2,3_pack,1,4.33,4.33
478,179,3,3_pack,1,4.33,4.33
479,179,9,3_pack,1,4.33,4.33
480,180,12,individual,1,5.0,5.0
481,181,7,individual,1,5.0,5.0
482,182,10,individual,1,5.0,5.0
483,183,10,individual,1,5.0,5.0
484,184,9,3_pack,1,4.33,4.33
485,184,12,3_pack,1,4.33,4.33
486,184,1,3_pack,1,4.33,4.33
487,185,3,individual,1,5.0,5.0
488,186,1,individual,1,5.0,5.0
489,187,7,6_pack,1,4.0,4.0
490,187,8,6_pack,1,4.0,4.0
491,187,4,6_pack,1,4.0,4.0
492,187,7,6_pack,1,4.0,4.0
493,187,3,6_pack,1,4.0,4.0
494,187,8,6_pack,1,4.0,4.0
495,188,2,individual,1,5.0,5.0
496,189,2,individual,1,5.0,5.0
497,190,12,individual,1,5.0,5.0
498,191,2,6_pack,1,4.0,4.0
499,191,6,6_pack,1,4.0,4.0
500,191,8,6_pack,1,4.0,4.0
501,191,3,6_pack,1,4.0,4.0
502,191,9,6_pack,1,4.0,4.0
503,191,7,6_pack,1,4.0,4.0
504,192,3,6_pack,1,4.0,4.0
505,192,1,6_pack,1,4.0,4.0
506,192,10,6_pack,1,4.0,4.0
507,192,8,6_pack,1,4.0,4.0
508,192,8,6_pack,1,4.0,4.0
509,192,9,6_pack,1,4.0,4.0
510,193,8,3_pack,1,4.33,4.33
511,193,10,3_pack,1,4.33,4.33
512,193,2,3_pack,1,4.33,4.33
513,194,4,individual,1,5.0,5.0
514,195,1,individual,1,5.0,5.0
515,196,8,individual,1,5.0,5.0
516,197,3,3_pack,1,4.33,4.33
517,197,5,3_pack,1,4.33,4.33
518,197,5,3_pack,1,4.33,4.33
519,198,5,3_pack,1,4.33,4.33
520,198,7,3_pack,1,4.33,4.33
521,198,9,3_pack,1,4.33,4.33
522,199,8,6_pack,1,4.0,4.0
523,199,7,6_pack,1,4.0,4.0
524,199,7,6_pack,1,4.0,4.0
525,199,8,6_pack,1,4.0,4.0
526,199,7,6_pack,1,4.0,4.0
527,199,7,6_pack,1,4.0,4.0
528,200,4,6_pack,1,4.0,4.0
529,200,3,6_pack,1,4.0,4.0
530,200,7,6_pack,1,4.0,4.0
531,200,8,6_pack,1,4.0,4.0
532,200,2,6_pack,1,4.0,4.0
533,200,5,6_pack,1,4.0,4.0
534,201,7,3_pack,1,4.33,4.33
535,201,8,3_pack,1,4.33,4.33
536,201,6,3_pack,1,4.33,4.33
537,202,8,3_pack,1,4.33,4.33
538,202,5,3_pack,1,4.33,4.33
539,202,6,3_pack,1,4.33,4.33
540,203,4,3_pack,1,4.33,4.33
541,203,1,3_pack,1,4.33,4.33
542,203,8,3_pack,1,4.33,4.33
543,204,7,individual,1,5.0,5.0
544,205,1,3_pack,1,4.33,4.33
545,205,1,3_pack,1,4.33,4.33
546,205,8,3_pack,1,4.33,4.33
547,206,9,3_pack,1,4.33,4.33
548,206,1,3_pack,1,4.33,4.33
549,206,8,3_pack,1,4.33,4.33
550,207,8,individual,1,5.0,5.0
551,208,2,6_pack,1,4.0,4.0
552,208,8,6_pack,1,4.0,4.0
553,208,1,6_pack,1,4.0,4.0
554,208,8,6_pack,1,4.0,4.0
555,208,7,6_pack,1,4.0,4.0
556,208,3,6_pack,1,4.0,4.0
557,209,8,individual,1,5.0,5.0
558,210,6,individual,1,5.0,5.0
559,211,7,individual,1,5.0,5.0
560,212,6,6_pack,1,4.0,4.0
561,212,7,6_pack,1,4.0,4.0
562,212,4,6_pack,1,4.0,4.0
563,212,7,6_pack,1,4.0,4.0
564,212,5,6_pack,1,4.0,4.0
565,212,8,6_pack,1,4.0,4.0
566,213,8,individual,1,5.0,5.0
567,214,8,individual,1,5.0,5.0
568,215,5,3_pack,1,4.33,4.33
569,215,6,3_pack,1,4.33,4.33
570,215,4,3_pack,1,4.33,4.33
571,216,4,6_pack,1,4.0,4.0
572,216,4,6_pack,1,4.0,4.0
573,216,8,6_pack,1,4.0,4.0
574,216,2,6_pack,1,4.0,4.0
575,216,3,6_pack,1,4.0,4.0
576,216,9,6_pack,1,4.0,4.0
577,217,6,6_pack,1,4.0,4.0
578,217,8,6_pack,1,4.0,4.0
579,217,6,6_pack,1,4.0,4.0
580,217,3,6_pack,1,4.0,4.0
581,217,3,6_pack,1,4.0,4.0
582,217,8,6_pack,1,4.0,4.0
583,218,5,3_pack,1,4.33,4.33
584,218,3,3_pack,1,4.33,4.33
585,218,8,3_pack,1,4.33,4.33
586,219,12,3_pack,1,4.33,4.33
587,219,9,3_pack,1,4.33,4.33
588,219,7,3_pack,1,4.33,4.33
589,220,3,3_pack,1,4.33,4.33
590,220,3,3_pack,1,4.33,4.33
591,220,10,3_pack,1,4.33,4.33
592,221,5,3_pack,1,4.33,4.33
593,221,7,3_pack,1,4.33,4.33
594,221,12,3_pack,1,4.33,4.33
595,222,5,individual,1,5.0,5.0
596,223,8,individual,1,5.0,5.0
597,224,8,individual,1,5.0,5.0
598,225,1,3_pack,1,4.33,4.33
599,225,12,3_pack,1,4.33,4.33
600,225,1,3_pack,1,4.33,4.33
601,226,10,6_pack,1,4.0,4.0
602,226,1,6_pack,1,4.0,4.0
603,226,1,6_pack,1,4.0,4.0
604,226,7,6_pack,1,4.0,4.0
605,226,7,6_pack,1,4.0,4.0
606,226,6,6_pack,1,4.0,4.0
607,227,3,individual,1,5.0,5.0
608,228,8,3_pack,1,4.33,4.33
609,228,2,3_pack,1,4.33,4.33
610,228,8,3_pack,1,4.33,4.33
611,229,10,6_pack,1,4.0,4.0
612,229,7,6_pack,1,4.0,4.0
613,229,7,6_pack,1,4.0,4.0
614,229,5,6_pack,1,4.0,4.0
615,229,2,6_pack,1,4.0,4.0
616,229,8,6_pack,1,4.0,4.0
617,230,2,6_pack,1,4.0,4.0
618,230,8,6_pack,1,4.0,4.0
619,230,7,6_pack,1,4.0,4.0
620,230,8,6_pack,1,4.0,4.0
621,230,8,6_pack,1,4.0,4.0
622,230,4,6_pack,1,4.0,4.0
623,231,3,3_pack,1,4.33,4.33
624,231,4,3_pack,1,4.33,4.33
625,231,3,3_pack,1,4.33,4.33
626,232,7,3_pack,1,4.33,4.33
627,232,7,3_pack,1,4.33,4.33
628,232,3,3_pack,1,4.33,4.33
629,233,1,6_pack,1,4.0,4.0
630,233,6,6_pack,1,4.0,4.0
631,233,7,6_pack,1,4.0,4.0
632,233,1,6_pack,1,4.0,4.0
633,233,12,6_pack,1,4.0,4.0
634,233,8,6_pack,1,4.0,4.0
635,234,3,3_pack,1,4.33,4.33
636,234,1,3_pack,1,4.33,4.33
637,234,8,3_pack,1,4.33,4.33
638,235,5,3_pack,1,4.33,4.33
639,235,3,3_pack,1,4.33,4.33
640,235,7,3_pack,1,4.33,4.33
641,236,8,individual,1,5.0,5.0
642,237,3,3_pack,1,4.33,4.33
643,237,7,3_pack,1,4.33,4.33
644,237,4,3_pack,1,4.33,4.33
645,238,4,individual,1,5.0,5.0
646,239,1,3_pack,1,4.33,4.33
647,239,7,3_pack,1,4.33,4.33
648,239,7,3_pack,1,4.33,4.33
649,240,8,individual,1,5.0,5.0
650,241,8,individual,1,5.0,5.0
651,242,5,individual,1,5.0,5.0
652,243,8,individual,1,5.0,5.0
653,244,2,6_pack,1,4.0,4.0
654,244,6,6_pack,1,4.0,4.0
655,244,7,6_pack,1,4.0,4.0
656,244,8,6_pack,1,4.0,4.0
657,244,9,6_pack,1,4.0,4.0
658,244,12,6_pack,1,4.0,4.0
659,245,4,3_pack,1,4.33,4.33
660,245,5,3_pack,1,4.33,4.33
661,245,5,3_pack,1,4.33,4.33
662,246,2,individual,1,5.0,5.0
663,247,10,6_pack,1,4.0,4.0
664,247,7,6_pack,1,4.0,4.0
665,247,8,6_pack,1,4.0,4.0
666,247,8,6_pack,1,4.0,4.0
667,247,7,6_pack,1,4.0,4.0
668,247,3,6_pack,1,4.0,4.0
669,248,1,individual,1,5.0,5.0
670,249,8,3_pack,1,4.33,4.33
671,249,1,3_pack,1,4.33,4.33
672,249,5,3_pack,1,4.33,4.33
673,250,12,6_pack,1,4.0,4.0
